origin,destination,landing_data,takeoff_data
SBGR,CYUL,02/02/2023 08:10,02/02/2023 08:10
SAEZ,SBGR,31/01/2023 19:15,31/01/2023 19:15
LEMD,SBGR,02/01/2023 06:35,02/01/2023 06:35
SBGR,LEMD,02/01/2023 01:15,02/01/2023 01:15
LEMD,SBGR,03/01/2023 06:35,03/01/2023 06:35
SBGR,LEMD,03/01/2023 01:15,03/01/2023 01:15
LEMD,SBGR,04/01/2023 06:35,04/01/2023 06:35
SBGR,LEMD,04/01/2023 01:15,04/01/2023 01:15
LEMD,SBGR,05/01/2023 06:35,05/01/2023 06:35
SBGR,LEMD,05/01/2023 01:15,05/01/2023 01:15
LEMD,SBGR,06/01/2023 06:35,06/01/2023 06:35
SBGR,LEMD,06/01/2023 01:15,06/01/2023 01:15
LEMD,SBGR,07/01/2023 06:35,07/01/2023 06:35
SBGR,LEMD,07/01/2023 01:15,07/01/2023 01:15
LEMD,SBGR,08/01/2023 06:35,08/01/2023 06:35
SBGR,LEMD,08/01/2023 01:15,08/01/2023 01:15
LEMD,SBGR,09/01/2023 06:35,09/01/2023 06:35
SBGR,LEMD,09/01/2023 01:15,09/01/2023 01:15
LEMD,SBGR,10/01/2023 06:35,10/01/2023 06:35
SBGR,LEMD,10/01/2023 01:15,10/01/2023 01:15
LEMD,SBGR,11/01/2023 06:35,11/01/2023 06:35
SBGR,LEMD,11/01/2023 01:15,11/01/2023 01:15
LEMD,SBGR,12/01/2023 06:35,12/01/2023 06:35
SBGR,LEMD,12/01/2023 01:15,12/01/2023 01:15
LEMD,SBGR,13/01/2023 06:35,13/01/2023 06:35
SBGR,LEMD,13/01/2023 01:15,13/01/2023 01:15
LEMD,SBGR,14/01/2023 06:35,14/01/2023 06:35
SBGR,LEMD,14/01/2023 01:15,14/01/2023 01:15
LEMD,SBGR,15/01/2023 06:35,15/01/2023 06:35
SBGR,LEMD,15/01/2023 01:15,15/01/2023 01:15
LEMD,SBGR,16/01/2023 06:35,16/01/2023 06:35
SBGR,LEMD,16/01/2023 01:15,16/01/2023 01:15
LEMD,SBGR,17/01/2023 06:35,17/01/2023 06:35
SBGR,LEMD,17/01/2023 01:15,17/01/2023 01:15
LEMD,SBGR,18/01/2023 06:35,18/01/2023 06:35
SBGR,LEMD,18/01/2023 01:15,18/01/2023 01:15
LEMD,SBGR,19/01/2023 06:35,19/01/2023 06:35
SBGR,LEMD,19/01/2023 01:15,19/01/2023 01:15
LEMD,SBGR,20/01/2023 06:35,20/01/2023 06:35
SBGR,LEMD,20/01/2023 01:15,20/01/2023 01:15
LEMD,SBGR,21/01/2023 06:35,21/01/2023 06:35
SBGR,LEMD,21/01/2023 01:15,21/01/2023 01:15
LEMD,SBGR,22/01/2023 06:35,22/01/2023 06:35
SBGR,LEMD,22/01/2023 01:15,22/01/2023 01:15
LEMD,SBGR,23/01/2023 06:35,23/01/2023 06:35
SBGR,LEMD,23/01/2023 01:15,23/01/2023 01:15
LEMD,SBGR,24/01/2023 06:35,24/01/2023 06:35
SBGR,LEMD,24/01/2023 01:15,24/01/2023 01:15
LEMD,SBGR,25/01/2023 06:35,25/01/2023 06:35
SBGR,LEMD,25/01/2023 01:15,25/01/2023 01:15
LEMD,SBGR,26/01/2023 06:35,26/01/2023 06:35
SBGR,LEMD,26/01/2023 01:15,26/01/2023 01:15
LEMD,SBGR,27/01/2023 06:35,27/01/2023 06:35
SBGR,LEMD,27/01/2023 01:15,27/01/2023 01:15
LEMD,SBGR,28/01/2023 06:35,28/01/2023 06:35
SBGR,LEMD,28/01/2023 01:15,28/01/2023 01:15
LEMD,SBGR,29/01/2023 06:35,29/01/2023 06:35
SBGR,LEMD,29/01/2023 01:15,29/01/2023 01:15
LEMD,SBGR,30/01/2023 06:35,30/01/2023 06:35
SBGR,LEMD,30/01/2023 01:15,30/01/2023 01:15
LEMD,SBGR,31/01/2023 06:35,31/01/2023 06:35
SBGR,LEMD,31/01/2023 01:15,31/01/2023 01:15
LEMD,SBGR,01/02/2023 06:35,01/02/2023 06:35
SBGR,LEMD,01/02/2023 01:15,01/02/2023 01:15
LFPG,SBGR,02/01/2023 07:20,02/01/2023 07:20
SBGR,LFPG,02/01/2023 03:45,02/01/2023 03:45
SBGR,LFPG,02/01/2023 08:25,02/01/2023 08:25
LFPG,SBGR,01/01/2023 18:30,01/01/2023 18:30
LFPG,SBGR,03/01/2023 07:20,03/01/2023 07:20
SBGR,LFPG,03/01/2023 03:45,03/01/2023 03:45
SBGR,LFPG,03/01/2023 08:25,03/01/2023 08:25
LFPG,SBGR,02/01/2023 18:30,02/01/2023 18:30
LFPG,SBGR,04/01/2023 07:20,04/01/2023 07:20
SBGR,LFPG,04/01/2023 03:45,04/01/2023 03:45
SBGR,LFPG,04/01/2023 08:25,04/01/2023 08:25
LFPG,SBGR,03/01/2023 18:30,03/01/2023 18:30
LFPG,SBGR,05/01/2023 07:20,05/01/2023 07:20
SBGR,LFPG,05/01/2023 03:45,05/01/2023 03:45
SBGR,LFPG,05/01/2023 08:25,05/01/2023 08:25
LFPG,SBGR,04/01/2023 18:30,04/01/2023 18:30
LFPG,SBGR,06/01/2023 07:20,06/01/2023 07:20
SBGR,LFPG,06/01/2023 03:45,06/01/2023 03:45
SBGR,LFPG,06/01/2023 08:25,06/01/2023 08:25
LFPG,SBGR,05/01/2023 18:30,05/01/2023 18:30
LFPG,SBGR,07/01/2023 07:20,07/01/2023 07:20
SBGR,LFPG,07/01/2023 03:45,07/01/2023 03:45
SBGR,LFPG,07/01/2023 08:25,07/01/2023 08:25
LFPG,SBGR,06/01/2023 18:30,06/01/2023 18:30
LFPG,SBGR,08/01/2023 07:20,08/01/2023 07:20
SBGR,LFPG,08/01/2023 03:45,08/01/2023 03:45
SBGR,LFPG,08/01/2023 08:25,08/01/2023 08:25
LFPG,SBGR,07/01/2023 18:30,07/01/2023 18:30
LFPG,SBGR,09/01/2023 07:20,09/01/2023 07:20
SBGR,LFPG,09/01/2023 03:45,09/01/2023 03:45
SBGR,LFPG,09/01/2023 08:25,09/01/2023 08:25
LFPG,SBGR,08/01/2023 18:30,08/01/2023 18:30
LFPG,SBGR,10/01/2023 07:20,10/01/2023 07:20
SBGR,LFPG,10/01/2023 03:45,10/01/2023 03:45
SBGR,LFPG,10/01/2023 08:25,10/01/2023 08:25
LFPG,SBGR,09/01/2023 18:30,09/01/2023 18:30
LFPG,SBGR,11/01/2023 07:20,11/01/2023 07:20
SBGR,LFPG,11/01/2023 03:45,11/01/2023 03:45
SBGR,LFPG,11/01/2023 08:25,11/01/2023 08:25
LFPG,SBGR,10/01/2023 18:30,10/01/2023 18:30
LFPG,SBGR,12/01/2023 07:20,12/01/2023 07:20
SBGR,LFPG,12/01/2023 03:45,12/01/2023 03:45
SBGR,LFPG,12/01/2023 08:25,12/01/2023 08:25
LFPG,SBGR,11/01/2023 18:30,11/01/2023 18:30
LFPG,SBGR,13/01/2023 07:20,13/01/2023 07:20
SBGR,LFPG,13/01/2023 03:45,13/01/2023 03:45
SBGR,LFPG,13/01/2023 08:25,13/01/2023 08:25
LFPG,SBGR,12/01/2023 18:30,12/01/2023 18:30
LFPG,SBGR,14/01/2023 07:20,14/01/2023 07:20
SBGR,LFPG,14/01/2023 03:45,14/01/2023 03:45
SBGR,LFPG,14/01/2023 08:25,14/01/2023 08:25
LFPG,SBGR,13/01/2023 18:30,13/01/2023 18:30
LFPG,SBGR,15/01/2023 07:20,15/01/2023 07:20
SBGR,LFPG,15/01/2023 03:45,15/01/2023 03:45
SBGR,LFPG,15/01/2023 08:25,15/01/2023 08:25
LFPG,SBGR,14/01/2023 18:30,14/01/2023 18:30
LFPG,SBGR,16/01/2023 07:20,16/01/2023 07:20
SBGR,LFPG,16/01/2023 03:45,16/01/2023 03:45
SBGR,LFPG,16/01/2023 08:25,16/01/2023 08:25
LFPG,SBGR,15/01/2023 18:30,15/01/2023 18:30
LFPG,SBGR,17/01/2023 07:20,17/01/2023 07:20
SBGR,LFPG,17/01/2023 03:45,17/01/2023 03:45
SBGR,LFPG,17/01/2023 08:25,17/01/2023 08:25
LFPG,SBGR,16/01/2023 18:30,16/01/2023 18:30
LFPG,SBGR,18/01/2023 07:20,18/01/2023 07:20
SBGR,LFPG,18/01/2023 03:45,18/01/2023 03:45
SBGR,LFPG,18/01/2023 08:25,18/01/2023 08:25
LFPG,SBGR,17/01/2023 18:30,17/01/2023 18:30
LFPG,SBGR,19/01/2023 07:20,19/01/2023 07:20
SBGR,LFPG,19/01/2023 03:45,19/01/2023 03:45
SBGR,LFPG,19/01/2023 08:25,19/01/2023 08:25
LFPG,SBGR,18/01/2023 18:30,18/01/2023 18:30
LFPG,SBGR,20/01/2023 07:20,20/01/2023 07:20
SBGR,LFPG,20/01/2023 03:45,20/01/2023 03:45
SBGR,LFPG,20/01/2023 08:25,20/01/2023 08:25
LFPG,SBGR,19/01/2023 18:30,19/01/2023 18:30
LFPG,SBGR,21/01/2023 07:20,21/01/2023 07:20
SBGR,LFPG,21/01/2023 03:45,21/01/2023 03:45
SBGR,LFPG,21/01/2023 08:25,21/01/2023 08:25
LFPG,SBGR,20/01/2023 18:30,20/01/2023 18:30
LFPG,SBGR,22/01/2023 07:20,22/01/2023 07:20
SBGR,LFPG,22/01/2023 03:45,22/01/2023 03:45
SBGR,LFPG,22/01/2023 08:25,22/01/2023 08:25
LFPG,SBGR,21/01/2023 18:30,21/01/2023 18:30
LFPG,SBGR,23/01/2023 07:20,23/01/2023 07:20
SBGR,LFPG,23/01/2023 03:45,23/01/2023 03:45
SBGR,LFPG,23/01/2023 08:25,23/01/2023 08:25
LFPG,SBGR,22/01/2023 18:30,22/01/2023 18:30
LFPG,SBGR,24/01/2023 07:20,24/01/2023 07:20
SBGR,LFPG,24/01/2023 03:45,24/01/2023 03:45
SBGR,LFPG,24/01/2023 08:25,24/01/2023 08:25
LFPG,SBGR,23/01/2023 18:30,23/01/2023 18:30
LFPG,SBGR,25/01/2023 07:20,25/01/2023 07:20
SBGR,LFPG,25/01/2023 03:45,25/01/2023 03:45
SBGR,LFPG,25/01/2023 08:25,25/01/2023 08:25
LFPG,SBGR,24/01/2023 18:30,24/01/2023 18:30
LFPG,SBGR,26/01/2023 07:20,26/01/2023 07:20
SBGR,LFPG,26/01/2023 03:45,26/01/2023 03:45
SBGR,LFPG,26/01/2023 08:25,26/01/2023 08:25
LFPG,SBGR,25/01/2023 18:30,25/01/2023 18:30
LFPG,SBGR,27/01/2023 07:20,27/01/2023 07:20
SBGR,LFPG,27/01/2023 03:45,27/01/2023 03:45
SBGR,LFPG,27/01/2023 08:25,27/01/2023 08:25
LFPG,SBGR,26/01/2023 18:30,26/01/2023 18:30
LFPG,SBGR,28/01/2023 07:20,28/01/2023 07:20
SBGR,LFPG,28/01/2023 03:45,28/01/2023 03:45
SBGR,LFPG,28/01/2023 08:25,28/01/2023 08:25
LFPG,SBGR,27/01/2023 18:30,27/01/2023 18:30
LFPG,SBGR,29/01/2023 07:20,29/01/2023 07:20
SBGR,LFPG,29/01/2023 03:45,29/01/2023 03:45
SBGR,LFPG,29/01/2023 08:25,29/01/2023 08:25
LFPG,SBGR,28/01/2023 18:30,28/01/2023 18:30
LFPG,SBGR,30/01/2023 07:20,30/01/2023 07:20
SBGR,LFPG,30/01/2023 03:45,30/01/2023 03:45
SBGR,LFPG,30/01/2023 08:25,30/01/2023 08:25
LFPG,SBGR,29/01/2023 18:30,29/01/2023 18:30
LFPG,SBGR,31/01/2023 07:20,31/01/2023 07:20
SBGR,LFPG,31/01/2023 03:45,31/01/2023 03:45
SBGR,LFPG,31/01/2023 08:25,31/01/2023 08:25
LFPG,SBGR,30/01/2023 18:30,30/01/2023 18:30
LFPG,SBGR,01/02/2023 07:20,01/02/2023 07:20
SBGR,LFPG,01/02/2023 03:45,01/02/2023 03:45
SBGR,LFPG,01/02/2023 08:25,01/02/2023 08:25
LFPG,SBGR,31/01/2023 18:30,31/01/2023 18:30
MMMX,SBGR,02/01/2023 05:25,02/01/2023 05:25
SBGR,MMMX,01/01/2023 19:50,01/01/2023 19:50
MMMX,SBGR,01/01/2023 23:10,01/01/2023 23:10
MMMX,SBGR,03/01/2023 05:25,03/01/2023 05:25
SBGR,MMMX,02/01/2023 19:50,02/01/2023 19:50
SBGR,MMMX,02/01/2023 10:25,02/01/2023 10:25
MMMX,SBGR,04/01/2023 05:25,04/01/2023 05:25
SBGR,MMMX,03/01/2023 19:50,03/01/2023 19:50
MMMX,SBGR,05/01/2023 05:25,05/01/2023 05:25
SBGR,MMMX,04/01/2023 19:50,04/01/2023 19:50
MMMX,SBGR,06/01/2023 05:25,06/01/2023 05:25
SBGR,MMMX,05/01/2023 19:50,05/01/2023 19:50
MMMX,SBGR,05/01/2023 23:00,05/01/2023 23:00
MMMX,SBGR,07/01/2023 05:25,07/01/2023 05:25
SBGR,MMMX,06/01/2023 19:50,06/01/2023 19:50
MMMX,SBGR,06/01/2023 23:10,06/01/2023 23:10
SBGR,MMMX,06/01/2023 10:25,06/01/2023 10:25
MMMX,SBGR,08/01/2023 05:25,08/01/2023 05:25
SBGR,MMMX,07/01/2023 19:45,07/01/2023 19:45
SBGR,MMMX,07/01/2023 10:25,07/01/2023 10:25
MMMX,SBGR,09/01/2023 05:25,09/01/2023 05:25
SBGR,MMMX,08/01/2023 19:50,08/01/2023 19:50
MMMX,SBGR,08/01/2023 23:10,08/01/2023 23:10
MMMX,SBGR,10/01/2023 05:25,10/01/2023 05:25
SBGR,MMMX,09/01/2023 19:50,09/01/2023 19:50
SBGR,MMMX,09/01/2023 10:25,09/01/2023 10:25
MMMX,SBGR,11/01/2023 05:25,11/01/2023 05:25
SBGR,MMMX,10/01/2023 19:50,10/01/2023 19:50
MMMX,SBGR,12/01/2023 05:25,12/01/2023 05:25
SBGR,MMMX,11/01/2023 19:50,11/01/2023 19:50
MMMX,SBGR,13/01/2023 05:25,13/01/2023 05:25
SBGR,MMMX,12/01/2023 19:50,12/01/2023 19:50
MMMX,SBGR,12/01/2023 23:00,12/01/2023 23:00
MMMX,SBGR,14/01/2023 05:25,14/01/2023 05:25
SBGR,MMMX,13/01/2023 19:50,13/01/2023 19:50
MMMX,SBGR,13/01/2023 23:10,13/01/2023 23:10
SBGR,MMMX,13/01/2023 10:25,13/01/2023 10:25
MMMX,SBGR,15/01/2023 05:25,15/01/2023 05:25
SBGR,MMMX,14/01/2023 19:45,14/01/2023 19:45
SBGR,MMMX,14/01/2023 10:25,14/01/2023 10:25
MMMX,SBGR,16/01/2023 05:25,16/01/2023 05:25
SBGR,MMMX,15/01/2023 19:50,15/01/2023 19:50
MMMX,SBGR,15/01/2023 23:10,15/01/2023 23:10
MMMX,SBGR,17/01/2023 05:25,17/01/2023 05:25
SBGR,MMMX,16/01/2023 19:50,16/01/2023 19:50
SBGR,MMMX,16/01/2023 10:25,16/01/2023 10:25
MMMX,SBGR,18/01/2023 05:25,18/01/2023 05:25
SBGR,MMMX,17/01/2023 19:50,17/01/2023 19:50
MMMX,SBGR,19/01/2023 05:25,19/01/2023 05:25
SBGR,MMMX,18/01/2023 19:50,18/01/2023 19:50
MMMX,SBGR,20/01/2023 05:25,20/01/2023 05:25
SBGR,MMMX,19/01/2023 19:50,19/01/2023 19:50
MMMX,SBGR,19/01/2023 23:00,19/01/2023 23:00
MMMX,SBGR,21/01/2023 05:25,21/01/2023 05:25
SBGR,MMMX,20/01/2023 19:50,20/01/2023 19:50
MMMX,SBGR,20/01/2023 23:10,20/01/2023 23:10
SBGR,MMMX,20/01/2023 10:25,20/01/2023 10:25
MMMX,SBGR,22/01/2023 05:25,22/01/2023 05:25
SBGR,MMMX,21/01/2023 19:45,21/01/2023 19:45
SBGR,MMMX,21/01/2023 10:25,21/01/2023 10:25
MMMX,SBGR,23/01/2023 05:25,23/01/2023 05:25
SBGR,MMMX,22/01/2023 19:50,22/01/2023 19:50
MMMX,SBGR,22/01/2023 23:10,22/01/2023 23:10
MMMX,SBGR,24/01/2023 05:25,24/01/2023 05:25
SBGR,MMMX,23/01/2023 19:50,23/01/2023 19:50
SBGR,MMMX,23/01/2023 10:25,23/01/2023 10:25
MMMX,SBGR,25/01/2023 05:25,25/01/2023 05:25
SBGR,MMMX,24/01/2023 19:50,24/01/2023 19:50
MMMX,SBGR,26/01/2023 05:25,26/01/2023 05:25
SBGR,MMMX,25/01/2023 19:50,25/01/2023 19:50
MMMX,SBGR,27/01/2023 05:25,27/01/2023 05:25
SBGR,MMMX,26/01/2023 19:50,26/01/2023 19:50
MMMX,SBGR,26/01/2023 23:00,26/01/2023 23:00
MMMX,SBGR,28/01/2023 05:25,28/01/2023 05:25
SBGR,MMMX,27/01/2023 19:50,27/01/2023 19:50
MMMX,SBGR,27/01/2023 23:10,27/01/2023 23:10
SBGR,MMMX,27/01/2023 10:25,27/01/2023 10:25
MMMX,SBGR,29/01/2023 05:25,29/01/2023 05:25
SBGR,MMMX,28/01/2023 19:45,28/01/2023 19:45
SBGR,MMMX,28/01/2023 10:25,28/01/2023 10:25
MMMX,SBGR,30/01/2023 05:25,30/01/2023 05:25
SBGR,MMMX,29/01/2023 19:50,29/01/2023 19:50
MMMX,SBGR,29/01/2023 23:10,29/01/2023 23:10
MMMX,SBGR,31/01/2023 05:25,31/01/2023 05:25
SBGR,MMMX,30/01/2023 19:50,30/01/2023 19:50
SBGR,MMMX,30/01/2023 10:25,30/01/2023 10:25
MMMX,SBGR,01/02/2023 05:25,01/02/2023 05:25
SBGR,MMMX,31/01/2023 19:50,31/01/2023 19:50
SABE,SBGR,01/01/2023 17:50,01/01/2023 17:50
SBGR,SABE,01/01/2023 21:35,01/01/2023 21:35
SABE,SBGR,01/01/2023 11:50,01/01/2023 11:50
SABE,SBGR,02/01/2023 09:20,02/01/2023 09:20
SBGR,SABE,02/01/2023 21:30,02/01/2023 21:30
SABE,SBGR,03/01/2023 00:20,03/01/2023 00:20
SABE,SBGR,02/01/2023 11:50,02/01/2023 11:50
SBGR,SABE,02/01/2023 16:00,02/01/2023 16:00
SABE,SBGR,03/01/2023 09:20,03/01/2023 09:20
SBGR,SABE,03/01/2023 13:20,03/01/2023 13:20
SABE,SBGR,03/01/2023 17:40,03/01/2023 17:40
SBGR,SABE,03/01/2023 21:35,03/01/2023 21:35
SABE,SBGR,04/01/2023 00:20,04/01/2023 00:20
SBGR,SABE,03/01/2023 04:05,03/01/2023 04:05
SABE,SBGR,03/01/2023 11:50,03/01/2023 11:50
SBGR,SABE,03/01/2023 16:00,03/01/2023 16:00
SABE,SBGR,04/01/2023 09:20,04/01/2023 09:20
SABE,SBGR,04/01/2023 17:45,04/01/2023 17:45
SABE,SBGR,05/01/2023 00:20,05/01/2023 00:20
SBGR,SABE,04/01/2023 04:05,04/01/2023 04:05
SABE,SBGR,04/01/2023 11:50,04/01/2023 11:50
SBGR,SABE,04/01/2023 16:00,04/01/2023 16:00
SBGR,SASA,04/01/2023 13:50,04/01/2023 13:50
SABE,SBGR,05/01/2023 09:20,05/01/2023 09:20
SBGR,SABE,05/01/2023 13:20,05/01/2023 13:20
SABE,SBGR,05/01/2023 17:45,05/01/2023 17:45
SABE,SBGR,05/01/2023 11:05,05/01/2023 11:05
SBGR,SABE,06/01/2023 02:30,06/01/2023 02:30
SBGR,SABE,05/01/2023 04:05,05/01/2023 04:05
SABE,SBGR,05/01/2023 11:50,05/01/2023 11:50
SBGR,SABE,05/01/2023 16:00,05/01/2023 16:00
SBGR,SAZS,05/01/2023 16:45,05/01/2023 16:45
SASA,SBGR,05/01/2023 22:25,05/01/2023 22:25
SABE,SBGR,06/01/2023 09:20,06/01/2023 09:20
SABE,SBGR,06/01/2023 09:20,06/01/2023 09:20
SBGR,SABE,06/01/2023 21:30,06/01/2023 21:30
SABE,SBGR,07/01/2023 00:20,07/01/2023 00:20
SABE,SBGR,06/01/2023 11:50,06/01/2023 11:50
SBGR,SABE,06/01/2023 16:00,06/01/2023 16:00
SABE,SBGR,06/01/2023 19:00,06/01/2023 19:00
SBGR,SABE,06/01/2023 22:45,06/01/2023 22:45
SABE,SBGR,07/01/2023 09:20,07/01/2023 09:20
SABE,SBGR,07/01/2023 17:45,07/01/2023 17:45
SBGR,SABE,07/01/2023 21:30,07/01/2023 21:30
SABE,SBGR,07/01/2023 10:35,07/01/2023 10:35
SBGR,SABE,08/01/2023 02:30,08/01/2023 02:30
SABE,SBGR,08/01/2023 00:20,08/01/2023 00:20
SBGR,SABE,07/01/2023 04:05,07/01/2023 04:05
SABE,SBGR,07/01/2023 11:50,07/01/2023 11:50
SBGR,SABE,07/01/2023 16:00,07/01/2023 16:00
SBGR,SASA,07/01/2023 13:50,07/01/2023 13:50
SABE,SBGR,08/01/2023 17:45,08/01/2023 17:45
SBGR,SABE,08/01/2023 21:20,08/01/2023 21:20
SABE,SBGR,09/01/2023 00:20,09/01/2023 00:20
SBGR,SABE,08/01/2023 04:05,08/01/2023 04:05
SABE,SBGR,08/01/2023 11:50,08/01/2023 11:50
SASA,SBGR,08/01/2023 23:45,08/01/2023 23:45
SABE,SBGR,09/01/2023 09:20,09/01/2023 09:20
SBGR,SABE,09/01/2023 21:30,09/01/2023 21:30
SABE,SBGR,10/01/2023 00:20,10/01/2023 00:20
SBGR,SABE,09/01/2023 04:05,09/01/2023 04:05
SABE,SBGR,09/01/2023 11:50,09/01/2023 11:50
SBGR,SABE,09/01/2023 16:00,09/01/2023 16:00
SABE,SBGR,10/01/2023 09:20,10/01/2023 09:20
SBGR,SABE,10/01/2023 13:20,10/01/2023 13:20
SABE,SBGR,10/01/2023 17:40,10/01/2023 17:40
SBGR,SABE,10/01/2023 21:30,10/01/2023 21:30
SABE,SBGR,11/01/2023 00:20,11/01/2023 00:20
SBGR,SABE,10/01/2023 04:05,10/01/2023 04:05
SABE,SBGR,10/01/2023 11:50,10/01/2023 11:50
SBGR,SABE,10/01/2023 16:00,10/01/2023 16:00
SABE,SBGR,11/01/2023 09:20,11/01/2023 09:20
SABE,SBGR,11/01/2023 17:45,11/01/2023 17:45
SABE,SBGR,12/01/2023 00:20,12/01/2023 00:20
SBGR,SABE,11/01/2023 04:05,11/01/2023 04:05
SABE,SBGR,11/01/2023 11:50,11/01/2023 11:50
SBGR,SABE,11/01/2023 16:00,11/01/2023 16:00
SBGR,SASA,11/01/2023 13:50,11/01/2023 13:50
SABE,SBGR,12/01/2023 09:20,12/01/2023 09:20
SBGR,SABE,12/01/2023 13:20,12/01/2023 13:20
SABE,SBGR,12/01/2023 17:45,12/01/2023 17:45
SABE,SBGR,12/01/2023 11:05,12/01/2023 11:05
SBGR,SABE,13/01/2023 02:30,13/01/2023 02:30
SABE,SBGR,13/01/2023 00:20,13/01/2023 00:20
SBGR,SABE,12/01/2023 04:05,12/01/2023 04:05
SABE,SBGR,12/01/2023 11:50,12/01/2023 11:50
SBGR,SABE,12/01/2023 16:00,12/01/2023 16:00
SBGR,SAZS,12/01/2023 16:45,12/01/2023 16:45
SASA,SBGR,12/01/2023 22:25,12/01/2023 22:25
SABE,SBGR,13/01/2023 09:20,13/01/2023 09:20
SABE,SBGR,13/01/2023 09:20,13/01/2023 09:20
SBGR,SABE,13/01/2023 21:30,13/01/2023 21:30
SABE,SBGR,14/01/2023 00:20,14/01/2023 00:20
SBGR,SABE,13/01/2023 04:05,13/01/2023 04:05
SABE,SBGR,13/01/2023 11:50,13/01/2023 11:50
SBGR,SABE,13/01/2023 16:00,13/01/2023 16:00
SACO,SBGR,13/01/2023 17:40,13/01/2023 17:40
SABE,SBGR,13/01/2023 19:00,13/01/2023 19:00
SBGR,SABE,13/01/2023 22:45,13/01/2023 22:45
SABE,SBGR,14/01/2023 09:20,14/01/2023 09:20
SABE,SBGR,14/01/2023 17:45,14/01/2023 17:45
SBGR,SABE,14/01/2023 21:30,14/01/2023 21:30
SABE,SBGR,14/01/2023 10:35,14/01/2023 10:35
SBGR,SABE,15/01/2023 02:30,15/01/2023 02:30
SABE,SBGR,15/01/2023 00:20,15/01/2023 00:20
SBGR,SABE,14/01/2023 04:05,14/01/2023 04:05
SABE,SBGR,14/01/2023 11:50,14/01/2023 11:50
SBGR,SABE,14/01/2023 16:00,14/01/2023 16:00
SBGR,SASA,14/01/2023 13:50,14/01/2023 13:50
SBGR,SACO,14/01/2023 16:00,14/01/2023 16:00
SABE,SBGR,15/01/2023 17:50,15/01/2023 17:50
SBGR,SABE,15/01/2023 21:30,15/01/2023 21:30
SABE,SBGR,16/01/2023 00:20,16/01/2023 00:20
SBGR,SABE,15/01/2023 04:05,15/01/2023 04:05
SABE,SBGR,15/01/2023 11:50,15/01/2023 11:50
SASA,SBGR,15/01/2023 23:45,15/01/2023 23:45
SABE,SBGR,16/01/2023 09:20,16/01/2023 09:20
SBGR,SABE,16/01/2023 13:20,16/01/2023 13:20
SBGR,SABE,16/01/2023 21:30,16/01/2023 21:30
SABE,SBGR,17/01/2023 00:20,17/01/2023 00:20
SBGR,SABE,16/01/2023 04:05,16/01/2023 04:05
SABE,SBGR,16/01/2023 11:50,16/01/2023 11:50
SBGR,SABE,16/01/2023 16:00,16/01/2023 16:00
SAZS,SBGR,16/01/2023 18:45,16/01/2023 18:45
SACO,SBGR,16/01/2023 17:40,16/01/2023 17:40
SBGR,SACO,16/01/2023 16:00,16/01/2023 16:00
SBGR,SABE,16/01/2023 22:45,16/01/2023 22:45
SABE,SBGR,17/01/2023 09:20,17/01/2023 09:20
SBGR,SABE,17/01/2023 13:20,17/01/2023 13:20
SABE,SBGR,17/01/2023 17:40,17/01/2023 17:40
SBGR,SABE,17/01/2023 21:30,17/01/2023 21:30
SABE,SBGR,18/01/2023 00:20,18/01/2023 00:20
SBGR,SABE,17/01/2023 04:05,17/01/2023 04:05
SABE,SBGR,17/01/2023 11:50,17/01/2023 11:50
SBGR,SABE,17/01/2023 16:00,17/01/2023 16:00
SABE,SBGR,18/01/2023 09:20,18/01/2023 09:20
SABE,SBGR,18/01/2023 17:45,18/01/2023 17:45
SABE,SBGR,19/01/2023 00:20,19/01/2023 00:20
SBGR,SABE,18/01/2023 04:05,18/01/2023 04:05
SABE,SBGR,18/01/2023 11:50,18/01/2023 11:50
SBGR,SABE,18/01/2023 16:00,18/01/2023 16:00
SBGR,SASA,18/01/2023 13:50,18/01/2023 13:50
SABE,SBGR,19/01/2023 09:20,19/01/2023 09:20
SBGR,SABE,19/01/2023 13:20,19/01/2023 13:20
SABE,SBGR,19/01/2023 17:45,19/01/2023 17:45
SABE,SBGR,19/01/2023 11:05,19/01/2023 11:05
SBGR,SABE,20/01/2023 02:30,20/01/2023 02:30
SABE,SBGR,20/01/2023 00:20,20/01/2023 00:20
SBGR,SABE,19/01/2023 04:05,19/01/2023 04:05
SABE,SBGR,19/01/2023 11:50,19/01/2023 11:50
SBGR,SABE,19/01/2023 16:00,19/01/2023 16:00
SBGR,SAZS,19/01/2023 16:45,19/01/2023 16:45
SASA,SBGR,19/01/2023 22:25,19/01/2023 22:25
SABE,SBGR,20/01/2023 09:20,20/01/2023 09:20
SABE,SBGR,20/01/2023 09:20,20/01/2023 09:20
SBGR,SABE,20/01/2023 21:30,20/01/2023 21:30
SABE,SBGR,21/01/2023 00:20,21/01/2023 00:20
SBGR,SABE,20/01/2023 04:05,20/01/2023 04:05
SABE,SBGR,20/01/2023 11:50,20/01/2023 11:50
SBGR,SABE,20/01/2023 16:00,20/01/2023 16:00
SACO,SBGR,20/01/2023 17:40,20/01/2023 17:40
SABE,SBGR,20/01/2023 19:00,20/01/2023 19:00
SBGR,SABE,20/01/2023 22:45,20/01/2023 22:45
SABE,SBGR,21/01/2023 09:20,21/01/2023 09:20
SABE,SBGR,21/01/2023 17:45,21/01/2023 17:45
